,SNo,Date,StartupName,IndustryVertical,SubVertical,City,InvestorsName,InvestmentType,AmountInUSD,Remarks,year,month,yearmonth,CleanedInvestmentType,CleanedAmount
2392,2428,17/09/2015,YepMe,Private label Fashion eTailer,nan,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,"75,000,000",Series D,2015,9,201509,Other,75000000.0
2393,2429,17/09/2015,Bueno,Online Food ordering & delivery,nan,Gurgaon,High Networth Individuals (No details),Seed Funding,"600,000",nan,2015,9,201509,Other,600000.0
2394,2430,18/09/2015,Plabro,Real Estate Broker Platform App,nan,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,"350,000",nan,2015,9,201509,Other,350000.0
2395,2431,18/09/2015,CureJoy,Online Health & Wellness platform,nan,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,"1,150,000",Pre-Series A,2015,9,201509,Other,1150000.0
2396,2432,18/09/2015,Briston Technomach,Internet of Things platform,nan,New Delhi,Undisclosed,Seed Funding,"150,000",nan,2015,9,201509,Other,150000.0
2397,2433,18/09/2015,LabStreet,Diagnostic Labs aggregator platform,nan,Gurgaon,Multiple investors,Seed Funding,"150,000",nan,2015,9,201509,Other,150000.0
2398,2434,19/09/2015,DailyNinja,Hyperlocal Delivery Platform,nan,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,nan,nan,2015,9,201509,Other,
2399,2435,21/09/2015,Portea Medical,Home Medical Care Services,nan,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,"37,500,000",nan,2015,9,201509,Other,37500000.0
2400,2436,21/09/2015,Neotrade Analytics,Real-Time stock data platform,nan,Bangalore,Rainmatter,Seed Funding,"235,000",nan,2015,9,201509,Other,235000.0
2401,2437,21/09/2015,DishCo,Food discovery & table booking app,nan,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,nan,nan,2015,9,201509,Other,
2402,2438,21/09/2015,LafaLafa,coupons and cashback aggregator app,nan,Mumbai,500 Startups,Seed Funding,"125,000",thru Accelerator,2015,9,201509,Other,125000.0
2403,2439,21/09/2015,ConnectAbank,Financial Products lead generation platform,nan,Mumbai,Prakhar Bumb,Seed Funding,nan,nan,2015,9,201509,Other,
2404,2440,22/09/2015,VillFarm,Sustainable Agri-inputs Firm,nan,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,nan,nan,2015,9,201509,Other,
2405,2441,22/09/2015,Bestdealfinance,Financial Services Portal,nan,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,"3,000,000",Series A,2015,9,201509,Other,3000000.0
2406,2442,22/09/2015,GameXS.in,Pre-owned games Marketplace,nan,New Delhi,Lead Angels,Seed Funding,nan,nan,2015,9,201509,Other,
2407,2443,22/09/2015,The Man Company,Content-based Subscription eCommerce platform,nan,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,nan,nan,2015,9,201509,Other,
2408,2444,22/09/2015,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",nan,Bangalore,Swarnim Multiventures,Private Equity,"800,000",Pre-Series A,2015,9,201509,Other,800000.0
2409,2445,22/09/2015,Furdo,Online Interior Designing platform,nan,Bangalore,Bhavdeep Reddy,Seed Funding,"400,000",nan,2015,9,201509,Other,400000.0
2410,2446,22/09/2015,LogiNext,End-to-end Logistics platform,nan,Mumbai,Paytm,Private Equity,"10,000,000",Series A,2015,9,201509,Other,10000000.0
2411,2447,22/09/2015,Korra,Private Label Apparel sales,nan,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,"300,000",nan,2015,9,201509,Other,300000.0
2412,2448,23/09/2015,Credihealth,Healthcare Consulting platform,nan,Gurgaon,Rajat Malhotra,Seed Funding,nan,nan,2015,9,201509,Other,
2413,2449,23/09/2015,Amigobulls,Stock Market Portal,nan,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,nan,nan,2015,9,201509,Other,
2414,2450,23/09/2015,SilverPush,Cross-device retargeting platform,nan,Gurgaon / SFO,M&S Partners,Private Equity,"1,200,000",Series A,2015,9,201509,Other,1200000.0
2415,2451,23/09/2015,Juggernaut,Digital & Physical Publishing platform,nan,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,"2,250,000",Series A,2015,9,201509,Other,2250000.0
2416,2452,23/09/2015,InnerChef,Food Delivery Platform,nan,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,"1,750,000",pre-Series A,2015,9,201509,Other,1750000.0
2417,2453,24/09/2015,Quintype,Data Driven Publishing platform,nan,Bangalore,Raghav Bahl,Private Equity,"3,300,000",nan,2015,9,201509,Other,3300000.0
2418,2454,24/09/2015,Capabiliti,Employee OnBoarding & Orientation platform,nan,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,"400,000",nan,2015,9,201509,Other,400000.0
2419,2455,24/09/2015,Fourth Partner Energy,Solar Power Solutions company,nan,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,"2,000,000",Series A,2015,9,201509,Other,2000000.0
2420,2456,24/09/2015,Licious,Online Meat Ordering platform,nan,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,"1,000,000",nan,2015,9,201509,Other,1000000.0
2421,2457,25/09/2015,TravelKhana,online meal-booking platform for train travelers,nan,New Delhi,Astarc Ventures & Others,Seed Funding,nan,Pre-Series A,2015,9,201509,Other,
2422,2458,28/09/2015,Quickli,hyperlocal delivery platform,nan,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,nan,nan,2015,9,201509,Other,
2423,2459,28/09/2015,Ola Cabs,Cab Booking app platform,nan,Bangalore,Didi Kuaidi,Private Equity,"30,000,000",late Stage (part of $500M funding rnd),2015,9,201509,Other,30000000.0
2424,2460,29/09/2015,Paytm,E-Commerce & M-Commerce platform,nan,New Delhi,"Alibaba Group, Ant Financial",Private Equity,"680,000,000",Late Stage (Alibaba @ 40% equity),2015,9,201509,Other,680000000.0
2425,2461,29/09/2015,Inmobi,Mobile Advertising platform,nan,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,"100,000,000",Late Stage,2015,9,201509,Other,100000000.0
2426,2462,29/09/2015,Peppertap,Hyperlocal Grocery Delivery,nan,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,"36,000,000",Series B,2015,9,201509,Other,36000000.0
2427,2463,29/09/2015,Hugefly,Ecommerce Product recommendation platform,nan,Pune,Mayank Singhal and others,Seed Funding,nan,nan,2015,9,201509,Other,
2428,2464,29/09/2015,Brigge,Activity Based Social Network,nan,Chennai,The Chennai Angels,Seed Funding,nan,nan,2015,9,201509,Other,
2429,2465,29/09/2015,Zakoopi,Fashion Discovery platform,nan,New Delhi,Uniqorn Ventures,Seed Funding,"350,000",nan,2015,9,201509,Other,350000.0
2430,2466,29/09/2015,LoanCircle,Consumer lending marketplace,nan,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,nan,nan,2015,9,201509,Other,
2431,2467,30/09/2015,Infoworks,Big Data Management Platform,nan,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,"5,000,000",nan,2015,9,201509,Other,5000000.0
2432,2468,30/09/2015,RedDoorz,Budget Accommodation Platform,nan,Noida,Jungle Ventures,Seed Funding,"1,000,000",nan,2015,9,201509,Other,1000000.0
2433,2469,30/09/2015,FirstTouch,Local Mobile OS,nan,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,nan,Super angel round,2015,9,201509,Other,
2434,2470,30/09/2015,Eywa Media,Digital Signal processing platform,nan,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,"1,000,000",nan,2015,9,201509,Other,1000000.0
2435,2474,01/08/2015,Snapdeal,Ecommerce Marketplace,nan,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,"500,000,000",Late Stage Round 7th (More details),2015,8,201508,Other,500000000.0
2436,2475,01/08/2015,Ressy,Restaurant Discount app,nan,Pune,Mohandas Pai & others,Seed Funding,"400,000",nan,2015,8,201508,Other,400000.0
2437,2476,03/08/2015,Cuelearn,Tech-enabled learning,nan,New Delhi,Alok Mittal,Seed Funding,nan,nan,2015,8,201508,Other,
2438,2477,03/08/2015,Connect India,ECommerce Logistics provider,nan,New Delhi,Aavishkaar,Private Equity,"5,000,000",Series A,2015,8,201508,Other,5000000.0
2439,2478,03/08/2015,The Home Salon,on-demand home beauty and wellness portal,nan,Mumbai,VentureNursery,Seed Funding,nan,nan,2015,8,201508,Other,
2440,2479,03/08/2015,Jusride,Self Driven Car rental,nan,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,nan,nan,2015,8,201508,Other,
2441,2480,03/08/2015,Oyorooms,Budget Hotel accommodation brand,nan,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital, Lightspeed India",Private Equity,"100,000,000",Series B,2015,8,201508,Other,100000000.0
2442,2481,03/08/2015,Glowship,Energy & Environment Online Marketplace,nan,Bangalore,Infuse Ventures,Seed Funding,nan,nan,2015,8,201508,Other,
2443,2482,03/08/2015,Wizrocket,User Engagment & Analytics platform,nan,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,"9,600,000",Series B,2015,8,201508,Other,9600000.0
2444,2483,04/08/2015,Pickingo,On-Demand Delivery Logistics,nan,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,"1,300,000",Series A,2015,8,201508,Other,1300000.0
2445,2484,05/08/2015,Grex,fund raising platform for startups,nan,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,"650,000",nan,2015,8,201508,Other,650000.0
2446,2485,05/08/2015,LetsTransport,Logistics Tech Platform,nan,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,"1,300,000",nan,2015,8,201508,Other,1300000.0
2447,2486,05/08/2015,Zo Rooms,Online budget hotel chain,nan,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,"30,000,000",Series A,2015,8,201508,Other,30000000.0
2448,2487,05/08/2015,Doormint,Hyperlocal Handyman services,nan,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,"3,000,000",Series A,2015,8,201508,Other,3000000.0
2449,2488,05/08/2015,NightStay,hotel booking app,nan,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,"500,000",nan,2015,8,201508,Other,500000.0
2450,2489,05/08/2015,Zocalo,Rental Accomodation finder,nan,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,nan,nan,2015,8,201508,Other,
2451,2490,05/08/2015,Sunday Realty Solutions,Tech Platform for property brokers,nan,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,"785,000",nan,2015,8,201508,Other,785000.0
2452,2491,06/08/2015,Klozee,Luxury Apparel rental,nan,Bangalore,Tracxn Labs,Seed Funding,nan,nan,2015,8,201508,Other,
2453,2492,06/08/2015,Appvigil,App security testing platform,nan,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,"500,000",pre Series-A,2015,8,201508,Other,500000.0
2454,2493,06/08/2015,practo,Doctor Appointment booking app,nan,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,"90,000,000",Series C,2015,8,201508,Other,90000000.0
2455,2494,06/08/2015,LoudShout,anonymous bulletin board app,nan,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,nan,nan,2015,8,201508,Other,
2456,2495,06/08/2015,Wetravelsolo,Travel community platform,nan,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,nan,nan,2015,8,201508,Other,
2457,2496,06/08/2015,Ketto,Crowd funding platform,nan,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,"700,000",nan,2015,8,201508,Other,700000.0
2458,2497,06/08/2015,Ezetap,Mobile based PoS solution,nan,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,"25,000,000",Series C,2015,8,201508,Other,25000000.0
2459,2498,06/08/2015,NDTV ecommerce venture,Car & Bike ecommerce platform,nan,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,nan,Series A,2015,8,201508,Other,
2460,2499,07/08/2015,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,nan,Gurgaon,YouWeCan Ventures,Seed Funding,"630,000",nan,2015,8,201508,Other,630000.0
2461,2500,07/08/2015,EasyRewardz,Loyalty Programs & Reward Points,nan,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,"500,000",Pre-Series A,2015,8,201508,Other,500000.0
2462,2501,07/08/2015,GIBSS,Energy saving solutions provider,nan,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,nan,Series A,2015,8,201508,Other,
2463,2502,07/08/2015,StoreMore.in,Self-Storage Spaces,nan,Noida,Bedrock Ventures,Seed Funding,nan,nan,2015,8,201508,Other,
2464,2503,07/08/2015,iOrderFresh,Grocery retail Mobile app,nan,New Delhi,Best Foodworks,Seed Funding,nan,nan,2015,8,201508,Other,
2465,2504,10/08/2015,MyTaxiIndia,Taxi Rental platform,nan,Gurgaon,"Nihon Kotsu,",Private Equity,"500,000",Pre Series-A,2015,8,201508,Other,500000.0
2466,2505,10/08/2015,eSadar,ecommerce,nan,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,"80,000",nan,2015,8,201508,Other,80000.0
2467,2506,10/08/2015,Actionable Analytics,Machine Learning Platform,nan,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,nan,nan,2015,8,201508,Other,
2468,2507,10/08/2015,MyPoolin,mobile social network,nan,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,"250,000",QPrize Contest Winners,2015,8,201508,Other,250000.0
2469,2508,10/08/2015,NearBuy (previously groupon India),Hyper-Local Ecommerce,nan,New Delhi,Sequoia Capital,Private Equity,"16,000,000",Series A,2015,8,201508,Other,16000000.0
2470,2509,10/08/2015,Inkmonk,Online printing marketplace,nan,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,"250,000",nan,2015,8,201508,Other,250000.0
2471,2510,10/08/2015,ToneTag,mobile payment software platform,nan,Bangalore,Reliance Capital Venture,Private Equity,"1,000,000",Series A,2015,8,201508,Other,1000000.0
2472,2511,10/08/2015,Grey Orange,Automated Storage & Warehousing Solution,nan,Gurgaon,Tiger Global Management,Private Equity,"30,000,000",Series B,2015,8,201508,Other,30000000.0
2473,2512,11/08/2015,Livspace,Home Design & D\\xc3\\xa9cor solutions,nan,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,"8,000,000",Series A,2015,8,201508,Other,8000000.0
2474,2513,11/08/2015,WOW! MOMO,Quick Service Restaurant Chain,nan,Kolkata,Indian Angel Network,Seed Funding,"1,600,000",nan,2015,8,201508,Other,1600000.0
2475,2514,11/08/2015,RainCan,Subscription based Online Grocery platform,nan,Pune,Ajeet Khurana & Others,Seed Funding,"100,000",nan,2015,8,201508,Other,100000.0
2476,2515,11/08/2015,Allygrow Technologies,engineering services company,nan,Mumbai,Zodius Technology Fund,Private Equity,"20,000,000",Series A,2015,8,201508,Other,20000000.0
2477,2516,11/08/2015,Infogain,Business and IT consulting,nan,New Delhi / US,ChrysCapital,Private Equity,"63,000,000",nan,2015,8,201508,Other,63000000.0
2478,2517,12/08/2015,OneAssist,Credit Card Fraud protection solutions,nan,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,"7,500,000",Series B,2015,8,201508,Other,7500000.0
2479,2518,12/08/2015,BigBasket,Online & mobile Grocery store,nan,Bangalore,Bessemer Venture Partners,Private Equity,"50,000,000",Series C,2015,8,201508,Other,50000000.0
2480,2519,12/08/2015,Sheroes,Career Community for Women,nan,Noida,"Quintillion Media, 500 Startups",Seed Funding,"770,000",nan,2015,8,201508,Other,770000.0
2481,2520,12/08/2015,Scripbox,Mutual Fund Investing platform,nan,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,"2,500,000",Series A,2015,8,201508,Other,2500000.0
2482,2521,13/08/2015,etaout,Ecommerce Marketing Software Platform,nan,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham & Group of other Angel investors",Seed Funding,"500,000",nan,2015,8,201508,Other,500000.0
2483,2522,13/08/2015,IFMR Holdings,Financial Inclusion platform,nan,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,"25,000,000",Series B,2015,8,201508,Other,25000000.0
2484,2523,13/08/2015,Massblurb,Digital Marketing automation solution,nan,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,nan,nan,2015,8,201508,Other,
2485,2524,13/08/2015,Agrostar,Mobile Commerce for Farmers,nan,Pune,IDG Ventures,Private Equity,"4,000,000",Series A,2015,8,201508,Other,4000000.0
2486,2525,14/08/2015,VoxWeb,Picture based Social App,nan,Mumbai,Jitendra Gupta & others,Seed Funding,"100,000",nan,2015,8,201508,Other,100000.0
2487,2526,14/08/2015,Trukky,Logistics service platform,nan,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,"245,000",nan,2015,8,201508,Other,245000.0
2488,2527,14/08/2015,VanityCube,On-Demand Beauty Services,nan,New Delhi,Group of angel investors,Seed Funding,nan,nan,2015,8,201508,Other,
2489,2528,17/08/2015,Edu4Share,Exam Preparation Platform,nan,New Delhi,Nalin Jain & other angel investors,Seed Funding,"220,000",nan,2015,8,201508,Other,220000.0
2490,2529,17/08/2015,YourStory,Startup Focused Online Publisher,nan,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,nan,nan,2015,8,201508,Other,
2491,2530,17/08/2015,Sampurnearth,Waste Management Solutions,nan,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,"160,000",nan,2015,8,201508,Other,160000.0
2492,2531,17/08/2015,Orobind,App based Fitness coaching,nan,Bangalore,Existing & New Investors,Private Equity,nan,pre series A,2015,8,201508,Other,
2493,2532,17/08/2015,Fixy,On demand cleaning & fixing services,nan,Mumbai,VentureNursery,Seed Funding,nan,nan,2015,8,201508,Other,
2494,2533,17/08/2015,MSM Box,Beauty & Lifestyle platform,nan,New Delhi,Rohit Goel,Seed Funding,nan,nan,2015,8,201508,Other,
2495,2534,17/08/2015,ShadowFax,on-demand delivery service,nan,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,"310,000",nan,2015,8,201508,Other,310000.0
2496,2535,17/08/2015,Gadgets 360,Car & Bike ecommerce platform,nan,New Delhi,One97 Communications,Private Equity,nan,Strategic Investment,2015,8,201508,Other,
2497,2536,18/08/2015,Roposo,Fashion Discovery platform,nan,Gurgaon,Tiger Global,Private Equity,"15,000,000",Series B,2015,8,201508,Other,15000000.0
2498,2537,18/08/2015,IntelligenceNODE,Data Analytics Platform,nan,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,"4,200,000",Series A,2015,8,201508,Other,4200000.0
2499,2538,18/08/2015,HyperVerge,Deep Learning Cloud Algorithms,nan,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,"1,000,000",nan,2015,8,201508,Other,1000000.0
2500,2539,18/08/2015,Twyst,Location based engagement & rewards platform,nan,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,nan,nan,2015,8,201508,Other,
2501,2540,18/08/2015,IDfy,Online Identity Verification Services platform,nan,Mumbai,"NEA, Blume Ventures & others",Private Equity,nan,Series A,2015,8,201508,Other,
2502,2541,18/08/2015,Zoojoo.be,Corporate Wellness App,nan,Bangalore,RoundGlass Partners,Private Equity,"1,000,000",Series A,2015,8,201508,Other,1000000.0
2503,2542,19/08/2015,Fashionove,Fashion Search & Review Platform,nan,Kolkata,Umesh Yadav,Seed Funding,nan,nan,2015,8,201508,Other,
